Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
out-of-the-furnace,Out of the Furnace,"<p>Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLROUT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404730142.jpg?v=1788285065,1,191-BLROUT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
rampage,Rampage,<p>Experience high-stakes action and spectacular visual effects with this thrilling science fiction adventure on Blu-ray. Follow an unlikely alliance as they race across the country to stop genetically mutated predators from destroying everything in their path. This high-definition disc is a must-have for fans of creature features and explosive blockbuster entertainment.</p>,4K,Media > Videos,,"4K, Action, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRRAM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404307844.jpg?v=1781405026,1,191-BLRRAM-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
hit-run,Hit & Run,<p>This classic board game challenges players to navigate a suspenseful getaway scenario using strategy and quick thinking to outmaneuver opponents. The compact design and intuitive gameplay make it an ideal choice for fast-paced family game nights or casual gatherings. Its high-stakes premise and engaging mechanics ensure a competitive and entertaining experience for all ages.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRHIT-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404847357.jpg?v=1781405024,1,191-BLRHIT-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
gangster-squad,Gangster Squad,"<p>Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGAN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404380657.jpg?v=1788285064,1,191-BLRGAN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
snitch,Snitch,"<p>Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.</p>",4K,Media > Videos,,"4K, Action, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKSNI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404535388_233e6758-1f57-4876-9b82-e2865137a3f0.jpg?v=1788285063,1,191-UNKSNI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
sundown-the-vampire-in-retreat,Sundown: The Vampire in Retreat,<p>Reclusive vampires lounge in a lonely American town. They wear sunscreen to protect themselves. A descendant of Van Helsing arrives with hilarious consequences.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRSUN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404240888.jpg?v=1788285062,1,191-BLRSUN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
lovers-lane-arrow,Lovers Lane (Arrow),<p>Lovers Lane is a 2000 slasher film about a masked killer who stalks and murders teenagers connected to a decades-old unsolved crime at the local lovers' lane.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRLOV-70-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Lovers_Lane_FilmPoster.jpg?v=1788285060,1,191-BLRLOV-70-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
crimes-of-the-future,Crimes of the Future,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRCRI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404176031.jpg?v=1781404265,1,191-BLRCRI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
dredd,Dredd,"<p>In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDRE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404109629.jpg?v=1788285059,1,191-BLRDRE-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
point-break,Point Break,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRPOI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404057284.jpg?v=1781404262,1,191-BLRPOI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-red-queen-kills-seven-times-arrow,The Red Queen Kills Seven Times (Arrow),"<p>This high-definition restoration brings a stylish Italian gothic thriller to life with vibrant visual clarity and lossless audio. The collectible set features extensive special features including interviews, scholarly commentary, and an illustrated booklet that explores the film's macabre mystery. It is a definitive edition for genre enthusiasts looking to add a masterfully crafted slasher classic to their physical media library.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-RRWTHE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403975129.jpg?v=1788285057,1,191-RRWTHE-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
kinji-fukasakus-battles-without-honor-and-humanity-the-complete-trilogy-arrow,Kinji Fukasaku's Battles Without Honor and Humanity: The Complete Trilogy (Arrow),"<p>Battles Without Honor and Humanity, also known as The Yakuza Papers, is a Japanese yakuza film series directed by Kinji Fukasaku, chronicling the brutal power struggles of rival gangs in post-war Hiroshima.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKIN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/BattlesWithoutHonorandHumanityTitle.jpg?v=1788285056,1,191-BLRKIN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
it-happened-on-5th-avenue,It Happened on 5th Avenue,"<p>This heartwarming holiday comedy follows a group of unlikely squatters who find shelter in a boarded-up luxury mansion while the owners are away for the winter. The classic black-and-white film offers a charming blend of mid-century wit and a timeless message about the true meaning of generosity and family. Captured in high definition, this home media release is an essential addition for fans of vintage cinema and traditional Christmas storytelling.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDITH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403752316_7a4ef69d-3b05-481a-8833-c9b448f2252d.jpg?v=1788285055,1,191-DVDITH-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
vertigo,Vertigo,<p>Experience this psychological thriller in stunning high definition with a restoration that captures every haunting detail of the suspenseful narrative. This cinematic masterpiece features legendary performances and groundbreaking cinematography that make it an essential addition to any classic film collection. The disc includes immersive bonus content and behind-the-scenes insights into one of the most celebrated titles in movie history.</p>,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-ALFVER-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402999401_8374246a-733e-4aa9-b775-5ddf2123ca46.jpg?v=1788285054,1,191-ALFVER-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
mr-mrs-smith,Mr. & Mrs. Smith,"<p>A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDMRM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402934277.jpg?v=1788285052,1,191-DVDMRM-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
adams-rib,Adam's Rib,"<p>A woman's attempted murder of her uncaring husband results in everyday quarrels in the lives of Adam and Amanda, a pair of happily married lawyers who end up on opposite sides of the case in court.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDADA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403092566.jpg?v=1788403636,1,191-DVDADA-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
thief-criterion-collection,Thief (Criterion Collection),"<p>Thief is a 1981 neo-noir crime film written and directed by Michael Mann, starring James Caan as a professional jewel thief planning one last big score before going straight.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTH8-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Thief_1981.jpg?v=1788285049,1,191-BLRTH8-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
a-blade-in-the-dark-vinegar-syndrome,A Blade in the Dark (Vinegar Syndrome),"<p>A Blade in the Dark is a 1983 Italian giallo film directed by Lamberto Bava, about a composer working on a horror film score in an isolated villa who becomes entangled in a series of brutal murders.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRABL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/A_Blade_in_the_Dark_poster.jpg?v=1788285048,1,191-BLRABL-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
undefeatable-vinegar-syndrome,UNDEFEATABLE (Vinegar Syndrome),"<p>Undefeatable is a 1993 Hong Kong martial arts film starring Cynthia Rothrock as a street fighter who takes on a psychotic, steroid-fueled killer terrorizing the city.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRUND-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Undefeatablebox.jpg?v=1788285047,1,191-BLRUND-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
evil-judgment-vinegar-syndrome,Evil Judgment (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLREVI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781401618863_30bae1f5-1824-4c9a-8f95-a412cd0164eb.jpg?v=1788285046,1,191-BLREVI-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
delirium-vinegar-syndrome,DELIRIUM (Vinegar Syndrome),"<p>Delirium is a 1979 thriller film about a disturbed Vietnam veteran who becomes a vigilante killer, murdering the criminals that the justice system has let slip through the cracks.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDEL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Delirium_1979_poster.jpg?v=1788285044,1,191-BLRDEL-50-001A,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-sea-hawk,The Sea Hawk,"<p>The adventures of Oliver Tressilian, who goes from English gentry to galley slave to captain of a Moorish fighting ship.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402823134_20e8d2c1-7c65-4fc4-ac02-c7a282e7427b.jpg?v=1788285043,1,191-DVDTHE-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-human-condition-criterion-collection,The Human Condition (Criterion Collection),"<p>The Human Condition is a trilogy of Japanese epic war drama films directed by Masaki Kobayashi, following an idealistic pacifist as he is forced through the brutal machinery of the Japanese military and a Manchurian POW camp during World War II.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTH7-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/The_Human_Condition_VideoCover.jpg?v=1788285042,1,191-BLRTH7-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
lost-picture-show-vinegar-syndrome,Lost Picture Show (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRLOS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402808593_479ef6d9-4dc8-4011-b957-1be66f0e2638.jpg?v=1788285041,1,191-BLRLOS-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
hugo-mask-special-horrible-full-head-mask-with-hair,Hugo Mask Special! Horrible Full Head Mask With Hair!,,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRHUG-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781401192050.jpg?v=1788285040,1,191-BLRHUG-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
night-and-day,Night and Day,"<p>This versatile fragrance features a distinct dual profile that transitions seamlessly from light, floral daytime notes to deep, woody evening undertones. Its unique composition is designed for the modern individual who values a sophisticated scent capable of adapting to any occasion. The elegant bottle makes it a timeless addition to any collection, offering a balanced olfactory experience that lingers beautifully on the skin.</p>",DVD,Media > Videos,,"DVD, Formatted, Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,false,,,,,191-DVDNGH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402751742_7171554e-f438-45e4-aa54-8c1c8ad661be.jpg?v=1788285039,1,191-DVDNGH-50-001A,false,,,,,,,,,,,,,musical,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
anna-and-the-king-of-siam,Anna and the King of Siam,"<p>In 1862, a young Englishwoman becomes royal tutor in Siam and befriends the King.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDANN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402668835_6b461e17-b804-4785-9bd2-acbb894c41e0.jpg?v=1788285037,1,191-DVDANN-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
one-rainy-afternoon,One Rainy Afternoon,"<p>Suave French actor Philippe Martin provokes a scandal when, in a darkened theater, he mistakes young Monique for his mistress, Yvonne, and tries to kiss her. Charged with assault, the quick-thinking Philippe claims it's French tradition to do as he did, and is let go. To his surprise, Philippe learns that Monique has paid his fine. As the tabloids exploit the situation, Monique dates Philippe, until a photo appears of him kissing Yvonne.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDONE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402582637.jpg?v=1788285036,1,191-DVDONE-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
